# book_id,user_id,checkout,checkin
445,Sarah_Jones,2/10/2023 16:44,2/21/2023 16:44
119,Alex_Davis,2/18/2023 16:01,2/19/2023 16:01
648,Alex_Jones,1/25/2023 15:58,1/28/2023 15:58
816,Sarah_Miller,2/13/2023 16:43,2/14/2023 16:43
677,Emily_Davis,1/26/2023 15:14,2/1/2023 15:14
523,Emily_Miller,1/22/2023 12:07,2/5/2023 12:07
779,Jane_Miller,2/12/2023 16:46,2/18/2023 16:46
687,David_Miller,2/22/2023 13:49,2/24/2023 13:49
380,David_Jones,1/5/2023 13:37,1/8/2023 13:37
423,Emily_Smith,1/29/2023 10:29,2/8/2023 10:29
376,Chris_Jones,2/19/2023 9:49,2/28/2023 9:49
745,Emily_Davis,2/21/2023 11:22,3/4/2023 11:22
962,Alex_Garcia,1/2/2023 14:04,1/16/2023 14:04
519,John_Brown,1/8/2023 13:54,1/10/2023 13:54
194,Chris_Davis,1/20/2023 11:23,1/24/2023 11:23
987,Laura_Williams,1/20/2023 14:42,1/24/2023 14:42
629,Sarah_Garcia,1/5/2023 15:01,1/16/2023 15:01
907,David_Brown,2/2/2023 13:58,2/12/2023 13:58
501,David_Hernandez,1/8/2023 10:56,1/11/2023 10:56
862,Michael_Williams,2/10/2023 14:24,2/16/2023 14:24
157,John_Miller,2/7/2023 11:43,2/15/2023 11:43
273,Katie_Williams,1/31/2023 13:57,2/7/2023 13:57
889,Chris_Hernandez,2/6/2023 13:45,2/13/2023 13:45
988,Laura_Smith,1/31/2023 14:32,2/10/2023 14:32
962,Emily_Miller,2/18/2023 13:58,2/19/2023 13:58
314,Sarah_Davis,1/16/2023 10:10,1/22/2023 10:10
489,Alex_Martinez,2/1/2023 12:25,2/6/2023 12:25
329,Laura_Johnson,1/12/2023 15:32,1/15/2023 15:32
192,Alex_Johnson,3/1/2023 14:01,3/14/2023 14:01
815,Laura_Smith,2/27/2023 13:03,3/11/2023 13:03
6,Michael_Martinez,1/26/2023 10:02,2/7/2023 10:02
828,Laura_Davis,1/9/2023 13:44,1/10/2023 13:44
223,John_Martinez,1/6/2023 16:19,1/18/2023 16:19
45,Alex_Garcia,1/9/2023 13:13,1/13/2023 13:13
835,Laura_Jones,1/28/2023 13:01,2/9/2023 13:01
42,Sarah_Miller,2/18/2023 14:55,2/28/2023 14:55
26,Laura_Hernandez,1/26/2023 15:30,2/9/2023 15:30
675,Alex_Martinez,2/19/2023 16:33,3/4/2023 16:33
328,John_Garcia,1/24/2023 16:30,2/2/2023 16:30
334,John_Jones,2/14/2023 16:21,2/17/2023 16:21
261,Laura_Smith,2/6/2023 12:49,2/20/2023 12:49
808,Sarah_Brown,1/3/2023 9:23,1/9/2023 9:23
129,David_Garcia,3/1/2023 10:39,3/3/2023 10:39
261,Katie_Johnson,1/28/2023 12:02,1/30/2023 12:02
51,Laura_Miller,2/1/2023 9:50,2/4/2023 9:50
158,Chris_Smith,2/14/2023 10:38,2/20/2023 10:38
148,Alex_Hernandez,2/2/2023 11:04,2/13/2023 11:04
231,Jane_Jones,2/22/2023 14:49,2/26/2023 14:49
343,Michael_Garcia,2/11/2023 9:49,2/24/2023 9:49
879,Sarah_Miller,3/1/2023 13:50,3/2/2023 13:50
676,Jane_Miller,2/26/2023 13:48,3/7/2023 13:48
937,Laura_Jones,1/3/2023 15:41,1/4/2023 15:41
704,Katie_Brown,1/31/2023 13:21,2/2/2023 13:21
527,Alex_Davis,1/30/2023 14:22,2/10/2023 14:22
406,Chris_Davis,1/27/2023 14:26,2/3/2023 14:26
522,Chris_Smith,2/21/2023 15:26,2/26/2023 15:26
991,David_Jones,2/7/2023 10:27,2/16/2023 10:27
142,John_Hernandez,2/24/2023 11:56,2/27/2023 11:56
67,Chris_Brown,1/28/2023 11:24,2/6/2023 11:24
30,Sarah_Brown,2/23/2023 13:28,2/27/2023 13:28
178,Alex_Davis,1/11/2023 16:26,1/13/2023 16:26
857,Michael_Hernandez,2/2/2023 15:29,2/12/2023 15:29
81,Laura_Jones,2/19/2023 10:20,2/23/2023 10:20
987,Emily_Hernandez,1/26/2023 12:40,2/1/2023 12:40
432,Chris_Williams,1/27/2023 9:58,1/28/2023 9:58
536,Laura_Miller,1/15/2023 13:07,1/29/2023 13:07
958,Emily_Williams,1/20/2023 16:32,1/31/2023 16:32
678,Alex_Smith,1/23/2023 9:46,1/31/2023 9:46
856,Sarah_Jones,2/28/2023 15:41,3/5/2023 15:41
989,John_Williams,1/11/2023 10:00,1/20/2023 10:00
203,Laura_Martinez,2/22/2023 13:14,3/7/2023 13:14
88,Chris_Miller,2/7/2023 14:06,2/10/2023 14:06
412,Jane_Davis,3/1/2023 15:34,3/13/2023 15:34
585,John_Jones,2/1/2023 15:12,2/3/2023 15:12
198,Alex_Smith,1/28/2023 14:13,2/10/2023 14:13
991,Alex_Williams,2/7/2023 16:30,2/12/2023 16:30
88,David_Brown,1/24/2023 13:57,2/5/2023 13:57
415,Jane_Garcia,1/21/2023 12:25,1/29/2023 12:25
921,Alex_Hernandez,1/25/2023 16:01,2/4/2023 16:01
351,Laura_Smith,1/29/2023 11:48,2/1/2023 11:48
180,Alex_Williams,2/21/2023 14:51,2/23/2023 14:51
961,Michael_Williams,2/8/2023 10:52,2/12/2023 10:52
779,Alex_Miller,1/29/2023 16:30,2/11/2023 16:30
992,Katie_Martinez,2/1/2023 14:41,2/13/2023 14:41
983,David_Williams,2/12/2023 11:28,2/15/2023 11:28
23,Katie_Garcia,1/21/2023 14:32,1/26/2023 14:32
842,Katie_Williams,1/31/2023 12:37,2/6/2023 12:37
263,Alex_Garcia,2/5/2023 16:17,2/13/2023 16:17
648,Jane_Davis,2/14/2023 11:48,2/21/2023 11:48
813,Laura_Davis,2/10/2023 12:03,2/17/2023 12:03
26,Laura_Miller,2/3/2023 10:42,2/14/2023 10:42
437,Laura_Miller,1/7/2023 11:33,1/16/2023 11:33
514,Chris_Garcia,1/20/2023 9:18,1/22/2023 9:18
40,Alex_Miller,2/8/2023 13:44,2/9/2023 13:44
220,Michael_Brown,2/10/2023 9:24,2/24/2023 9:24
278,Emily_Martinez,1/4/2023 9:01,1/18/2023 9:01
745,Chris_Miller,2/22/2023 13:02,3/5/2023 13:02
671,David_Jones,2/12/2023 16:19,2/18/2023 16:19
763,Michael_Jones,1/23/2023 9:50,1/31/2023 9:50
393,Chris_Williams,2/28/2023 10:38,3/6/2023 10:38
865,Michael_Hernandez,2/6/2023 16:25,2/7/2023 16:25
158,Laura_Williams,1/21/2023 10:24,2/1/2023 10:24
8,John_Jones,1/12/2023 9:58,1/26/2023 9:58
842,Emily_Brown,2/14/2023 11:58,2/21/2023 11:58
644,Laura_Williams,2/6/2023 11:12,2/16/2023 11:12
695,Sarah_Davis,1/23/2023 9:39,1/26/2023 9:39
221,Sarah_Garcia,2/22/2023 9:10,3/7/2023 9:10
378,Alex_Williams,2/7/2023 9:36,2/14/2023 9:36
865,John_Martinez,1/24/2023 13:12,1/29/2023 13:12
808,Jane_Miller,1/23/2023 14:32,1/29/2023 14:32
621,Katie_Williams,2/7/2023 16:05,2/13/2023 16:05
556,David_Martinez,2/21/2023 15:41,3/1/2023 15:41
7,Emily_Martinez,2/10/2023 9:35,2/19/2023 9:35
179,Chris_Martinez,2/28/2023 9:57,3/9/2023 9:57
573,Chris_Martinez,1/12/2023 11:36,1/23/2023 11:36
429,David_Hernandez,2/25/2023 16:49,3/8/2023 16:49
210,Laura_Jones,1/6/2023 9:20,1/11/2023 9:20
414,Chris_Smith,2/21/2023 14:22,3/1/2023 14:22
12,David_Miller,2/25/2023 12:18,2/27/2023 12:18
25,Alex_Brown,1/23/2023 15:32,2/5/2023 15:32
732,Emily_Hernandez,1/1/2023 14:10,1/11/2023 14:10
12,John_Davis,2/2/2023 14:50,2/3/2023 14:50
714,Chris_Miller,1/7/2023 10:30,1/20/2023 10:30
73,John_Jones,1/12/2023 14:12,1/13/2023 14:12
943,Jane_Miller,1/27/2023 13:50,2/1/2023 13:50
814,Chris_Garcia,2/7/2023 14:22,2/13/2023 14:22
739,Katie_Miller,1/26/2023 13:25,1/30/2023 13:25
490,Laura_Martinez,1/10/2023 13:13,1/18/2023 13:13
33,Laura_Jones,2/21/2023 10:29,3/6/2023 10:29
901,John_Davis,2/14/2023 9:07,2/23/2023 9:07
559,Michael_Miller,2/24/2023 15:21,3/1/2023 15:21
209,Katie_Miller,1/25/2023 15:35,1/30/2023 15:35
932,Sarah_Hernandez,1/17/2023 11:46,1/22/2023 11:46
508,Chris_Brown,2/10/2023 13:45,2/24/2023 13:45
221,David_Miller,1/23/2023 15:10,1/28/2023 15:10
51,Chris_Jones,1/2/2023 16:41,1/6/2023 16:41
557,Chris_Miller,1/30/2023 13:41,2/9/2023 13:41
51,Jane_Johnson,2/25/2023 15:17,3/3/2023 15:17
653,Emily_Smith,2/2/2023 13:25,2/3/2023 13:25
492,John_Hernandez,1/7/2023 16:56,1/8/2023 16:56
925,Katie_Garcia,1/10/2023 14:45,1/24/2023 14:45
9,Jane_Jones,2/26/2023 10:59,3/3/2023 10:59
475,Sarah_Jones,1/31/2023 13:57,2/7/2023 13:57
165,Emily_Johnson,1/28/2023 12:20,2/10/2023 12:20
767,Sarah_Williams,1/13/2023 10:44,1/22/2023 10:44
121,Chris_Smith,1/1/2023 14:18,1/6/2023 14:18
719,Katie_Garcia,3/1/2023 16:39,3/14/2023 16:39
292,Laura_Williams,1/31/2023 10:41,2/13/2023 10:41
313,Sarah_Hernandez,2/21/2023 16:12,3/1/2023 16:12
10,Emily_Brown,2/28/2023 11:18,3/11/2023 11:18
16,David_Martinez,2/5/2023 15:47,2/13/2023 15:47
821,Alex_Williams,2/6/2023 9:31,2/15/2023 9:31
186,David_Smith,1/7/2023 10:34,1/14/2023 10:34
249,David_Hernandez,2/16/2023 11:05,2/21/2023 11:05
900,David_Martinez,2/14/2023 15:45,2/20/2023 15:45
701,Michael_Jones,1/10/2023 12:33,1/22/2023 12:33
516,John_Miller,1/11/2023 13:34,1/18/2023 13:34
927,Katie_Hernandez,2/15/2023 11:10,2/19/2023 11:10
203,Sarah_Johnson,1/7/2023 15:37,1/16/2023 15:37
868,John_Miller,1/9/2023 13:15,1/15/2023 13:15
925,John_Williams,2/24/2023 10:32,2/25/2023 10:32
518,David_Martinez,1/26/2023 12:32,2/3/2023 12:32
479,Michael_Williams,2/7/2023 15:11,2/16/2023 15:11
191,Chris_Smith,2/2/2023 16:17,2/3/2023 16:17
1000,Michael_Garcia,1/15/2023 12:46,1/28/2023 12:46
18,Michael_Miller,1/24/2023 15:35,2/7/2023 15:35
202,Emily_Martinez,2/6/2023 10:47,2/14/2023 10:47
585,Emily_Garcia,2/17/2023 16:13,2/28/2023 16:13
597,Katie_Miller,2/19/2023 9:38,2/23/2023 9:38
351,Jane_Williams,2/3/2023 16:32,2/13/2023 16:32
235,Jane_Williams,1/12/2023 14:14,1/14/2023 14:14
676,Katie_Davis,2/10/2023 11:59,2/23/2023 11:59
148,Michael_Williams,2/20/2023 11:27,3/3/2023 11:27
263,Laura_Hernandez,1/29/2023 12:15,1/30/2023 12:15
636,Michael_Miller,2/7/2023 9:08,2/9/2023 9:08
118,John_Smith,3/1/2023 16:13,3/9/2023 16:13
227,Alex_Williams,1/26/2023 13:03,1/29/2023 13:03
593,Laura_Davis,1/18/2023 9:18,1/29/2023 9:18
336,Jane_Miller,2/26/2023 16:53,2/27/2023 16:53
723,Michael_Martinez,1/11/2023 16:11,1/16/2023 16:11
71,John_Jones,1/6/2023 9:27,1/11/2023 9:27
335,Katie_Hernandez,2/28/2023 9:39,3/1/2023 9:39
780,Chris_Johnson,1/18/2023 16:22,1/31/2023 16:22
277,Jane_Williams,2/9/2023 10:54,2/11/2023 10:54
819,John_Brown,2/25/2023 9:39,2/28/2023 9:39
26,John_Martinez,1/4/2023 15:42,1/17/2023 15:42
7,Jane_Garcia,2/15/2023 13:09,2/16/2023 13:09
288,Katie_Miller,2/3/2023 12:44,2/4/2023 12:44
668,Alex_Smith,2/21/2023 14:48,2/27/2023 14:48
411,John_Davis,2/20/2023 9:46,2/23/2023 9:46
779,Emily_Johnson,2/19/2023 11:16,2/22/2023 11:16
660,Jane_Brown,1/19/2023 9:46,1/20/2023 9:46
309,Sarah_Johnson,2/8/2023 13:49,2/10/2023 13:49
164,Jane_Davis,2/28/2023 11:19,3/7/2023 11:19
259,Emily_Miller,1/13/2023 15:16,1/18/2023 15:16
801,Emily_Williams,2/23/2023 15:30,3/6/2023 15:30
717,Emily_Davis,1/31/2023 9:00,2/3/2023 9:00
324,Jane_Hernandez,2/27/2023 15:01,3/13/2023 15:01
725,Laura_Johnson,2/22/2023 11:13,3/2/2023 11:13
89,John_Davis,1/17/2023 9:15,1/31/2023 9:15
401,Jane_Brown,2/1/2023 10:28,2/4/2023 10:28
365,Laura_Williams,2/25/2023 16:12,3/5/2023 16:12
423,Alex_Garcia,1/14/2023 11:33,1/16/2023 11:33
41,Chris_Johnson,2/20/2023 16:46,3/2/2023 16:46
973,Michael_Davis,2/27/2023 13:53,3/3/2023 13:53
630,Michael_Davis,2/27/2023 9:27,3/12/2023 9:27
773,Katie_Jones,1/24/2023 12:07,2/1/2023 12:07
584,Michael_Brown,1/3/2023 15:39,1/14/2023 15:39
948,Jane_Jones,1/29/2023 10:41,2/7/2023 10:41
721,Alex_Garcia,2/5/2023 10:36,2/16/2023 10:36
176,Jane_Jones,1/9/2023 16:11,1/14/2023 16:11
637,Laura_Williams,2/14/2023 11:56,2/19/2023 11:56
350,Chris_Smith,1/20/2023 10:46,1/29/2023 10:46
3,Chris_Miller,2/10/2023 9:09,2/19/2023 9:09
590,Alex_Davis,3/1/2023 10:10,3/12/2023 10:10
186,Laura_Davis,2/25/2023 9:40,2/26/2023 9:40
31,Katie_Garcia,1/4/2023 10:19,1/18/2023 10:19
606,Laura_Johnson,2/24/2023 9:05,3/2/2023 9:05
994,Katie_Smith,1/1/2023 12:27,1/6/2023 12:27
123,Laura_Smith,1/14/2023 12:53,1/23/2023 12:53
668,Jane_Miller,1/4/2023 13:38,1/10/2023 13:38
972,Alex_Hernandez,1/17/2023 10:44,1/24/2023 10:44
203,David_Garcia,2/15/2023 10:26,2/23/2023 10:26
576,Alex_Davis,2/25/2023 10:29,3/3/2023 10:29
624,Alex_Miller,1/2/2023 15:01,1/16/2023 15:01
848,Alex_Johnson,1/10/2023 11:47,1/17/2023 11:47
838,John_Hernandez,2/5/2023 14:03,2/11/2023 14:03
954,Sarah_Smith,1/7/2023 13:55,1/12/2023 13:55
426,Jane_Smith,2/4/2023 14:27,2/18/2023 14:27
735,Chris_Williams,1/22/2023 16:38,1/29/2023 16:38
164,Chris_Martinez,1/15/2023 11:18,1/29/2023 11:18
466,Sarah_Williams,1/3/2023 12:37,1/13/2023 12:37
914,David_Jones,1/11/2023 10:08,1/17/2023 10:08
145,David_Jones,2/28/2023 13:01,3/1/2023 13:01
933,Emily_Jones,1/25/2023 13:26,1/30/2023 13:26
695,Katie_Davis,1/15/2023 10:29,1/20/2023 10:29
252,Chris_Davis,1/14/2023 16:13,1/19/2023 16:13
44,Michael_Smith,2/8/2023 12:33,2/16/2023 12:33
389,Emily_Jones,2/5/2023 13:22,2/19/2023 13:22
785,Michael_Miller,1/8/2023 16:12,1/21/2023 16:12
922,Emily_Garcia,1/2/2023 16:22,1/7/2023 16:22
947,John_Smith,2/15/2023 16:47,2/26/2023 16:47
288,David_Brown,1/26/2023 10:25,2/7/2023 10:25
225,Michael_Brown,2/18/2023 13:47,2/24/2023 13:47
571,Michael_Miller,2/22/2023 15:51,2/25/2023 15:51
274,Jane_Davis,1/4/2023 12:01,1/14/2023 12:01
73,Michael_Brown,1/13/2023 9:05,1/23/2023 9:05
881,Emily_Davis,1/1/2023 14:36,1/2/2023 14:36
492,Emily_Smith,2/15/2023 14:34,2/27/2023 14:34
140,Michael_Johnson,1/8/2023 13:06,1/14/2023 13:06
97,Katie_Martinez,2/6/2023 9:47,2/19/2023 9:47
8,Laura_Williams,2/6/2023 14:06,2/18/2023 14:06
599,Katie_Martinez,1/19/2023 15:08,1/29/2023 15:08
840,Katie_Jones,1/6/2023 12:58,1/8/2023 12:58
836,Emily_Hernandez,1/9/2023 11:31,1/21/2023 11:31
434,Alex_Miller,1/22/2023 9:31,1/29/2023 9:31
311,Emily_Brown,1/3/2023 16:03,1/17/2023 16:03
912,Chris_Williams,2/3/2023 13:16,2/12/2023 13:16
276,David_Brown,1/2/2023 16:39,1/4/2023 16:39
848,Jane_Martinez,1/25/2023 11:36,1/28/2023 11:36
823,Emily_Johnson,2/5/2023 13:40,2/12/2023 13:40
139,Laura_Brown,2/15/2023 11:40,3/1/2023 11:40
751,Jane_Davis,1/29/2023 10:12,2/10/2023 10:12
282,Alex_Jones,2/1/2023 12:31,2/8/2023 12:31
745,Katie_Jones,2/5/2023 15:28,2/14/2023 15:28
480,Chris_Williams,2/15/2023 10:17,2/22/2023 10:17
231,Sarah_Davis,1/22/2023 10:50,2/3/2023 10:50
67,Laura_Brown,1/19/2023 14:23,2/2/2023 14:23
777,Emily_Davis,1/20/2023 13:38,2/1/2023 13:38
656,Michael_Miller,1/5/2023 9:32,1/9/2023 9:32
743,Katie_Hernandez,2/7/2023 9:31,2/13/2023 9:31
347,Chris_Smith,2/25/2023 16:10,3/4/2023 16:10
278,Laura_Martinez,1/10/2023 9:44,1/20/2023 9:44
736,Katie_Martinez,2/7/2023 15:43,2/11/2023 15:43
394,Chris_Johnson,1/1/2023 13:42,1/7/2023 13:42
229,Katie_Johnson,2/14/2023 15:41,2/20/2023 15:41
608,David_Hernandez,1/20/2023 11:58,1/31/2023 11:58
648,Emily_Martinez,1/16/2023 13:27,1/25/2023 13:27
878,Chris_Hernandez,1/18/2023 16:39,1/31/2023 16:39
294,Alex_Martinez,1/27/2023 10:31,2/7/2023 10:31
364,Laura_Johnson,2/21/2023 9:08,3/3/2023 9:08
32,Katie_Johnson,1/6/2023 13:19,1/20/2023 13:19
564,Emily_Martinez,1/10/2023 11:29,1/23/2023 11:29
118,Michael_Davis,1/29/2023 14:03,2/3/2023 14:03
17,Emily_Smith,1/21/2023 12:41,1/23/2023 12:41
64,Chris_Garcia,1/16/2023 10:10,1/27/2023 10:10
90,David_Smith,2/19/2023 9:44,3/1/2023 9:44
531,David_Miller,1/30/2023 15:32,2/6/2023 15:32
624,Emily_Smith,2/13/2023 11:47,2/21/2023 11:47
331,Michael_Davis,1/12/2023 9:08,1/23/2023 9:08
840,John_Smith,2/14/2023 9:32,2/28/2023 9:32
796,Jane_Smith,1/27/2023 15:14,2/1/2023 15:14
448,Laura_Williams,1/23/2023 9:08,1/31/2023 9:08
877,Chris_Johnson,2/10/2023 9:59,2/22/2023 9:59
337,Sarah_Davis,1/19/2023 10:50,1/21/2023 10:50
830,Alex_Williams,2/9/2023 15:35,2/23/2023 15:35
609,Sarah_Smith,2/24/2023 15:52,2/28/2023 15:52
807,Laura_Williams,1/24/2023 16:23,1/27/2023 16:23
648,Katie_Martinez,1/15/2023 9:46,1/16/2023 9:46
152,Sarah_Miller,2/19/2023 16:44,2/27/2023 16:44
939,Michael_Hernandez,2/9/2023 13:02,2/19/2023 13:02
545,John_Miller,2/27/2023 13:15,3/1/2023 13:15
116,Sarah_Miller,2/22/2023 9:57,2/25/2023 9:57
650,Laura_Smith,1/1/2023 9:10,1/11/2023 9:10
184,Katie_Brown,2/25/2023 11:09,2/28/2023 11:09
264,Alex_Davis,1/25/2023 11:19,2/4/2023 11:19
895,Sarah_Miller,2/8/2023 13:58,2/13/2023 13:58
988,John_Johnson,2/20/2023 16:36,3/5/2023 16:36
201,David_Smith,1/17/2023 15:32,1/30/2023 15:32
163,Katie_Brown,2/13/2023 15:47,2/16/2023 15:47
86,Jane_Hernandez,2/18/2023 12:35,2/21/2023 12:35
449,Sarah_Smith,2/2/2023 9:43,2/7/2023 9:43
367,John_Johnson,1/23/2023 14:03,1/26/2023 14:03
730,Sarah_Davis,2/11/2023 16:16,2/19/2023 16:16
780,Jane_Smith,1/27/2023 10:28,2/9/2023 10:28
706,Laura_Davis,2/3/2023 14:18,2/15/2023 14:18
822,Katie_Hernandez,1/28/2023 12:20,2/7/2023 12:20
804,David_Davis,2/28/2023 12:51,3/14/2023 12:51
687,Sarah_Martinez,1/4/2023 15:05,1/18/2023 15:05
979,Emily_Garcia,1/15/2023 12:47,1/23/2023 12:47
871,John_Williams,1/31/2023 12:53,2/4/2023 12:53
147,Sarah_Martinez,1/14/2023 14:11,1/15/2023 14:11
713,Jane_Brown,2/16/2023 13:39,2/18/2023 13:39
620,David_Johnson,2/25/2023 13:33,3/7/2023 13:33
65,Katie_Brown,2/7/2023 14:17,2/12/2023 14:17
490,Sarah_Martinez,2/28/2023 16:50,3/10/2023 16:50
913,Chris_Williams,2/23/2023 9:47,3/6/2023 9:47
496,Emily_Brown,2/6/2023 13:22,2/8/2023 13:22
95,Katie_Johnson,1/12/2023 12:54,1/13/2023 12:54
527,Michael_Davis,2/17/2023 10:16,2/23/2023 10:16
228,David_Martinez,2/21/2023 14:14,3/2/2023 14:14
203,Jane_Hernandez,2/24/2023 15:07,2/27/2023 15:07
436,Emily_Williams,2/8/2023 11:38,2/13/2023 11:38
779,Jane_Smith,2/11/2023 15:32,2/23/2023 15:32
993,Katie_Martinez,2/8/2023 10:17,2/15/2023 10:17
476,Alex_Davis,2/23/2023 11:07,3/3/2023 11:07
836,Emily_Miller,1/3/2023 15:04,1/15/2023 15:04
2,Jane_Miller,2/10/2023 15:22,2/20/2023 15:22
733,John_Johnson,1/12/2023 12:35,1/23/2023 12:35
142,Katie_Miller,2/26/2023 15:33,3/3/2023 15:33
821,Sarah_Smith,2/5/2023 13:32,2/14/2023 13:32
731,Jane_Smith,1/19/2023 12:19,2/2/2023 12:19
280,David_Johnson,1/14/2023 14:47,1/18/2023 14:47
756,Sarah_Smith,1/27/2023 15:40,1/31/2023 15:40
98,Emily_Johnson,1/14/2023 16:46,1/23/2023 16:46
447,Michael_Davis,1/14/2023 14:34,1/20/2023 14:34
273,Alex_Jones,2/3/2023 13:33,2/16/2023 13:33
150,Chris_Smith,1/17/2023 9:11,1/23/2023 9:11
841,Emily_Brown,2/12/2023 13:20,2/19/2023 13:20
324,David_Martinez,1/28/2023 13:59,2/10/2023 13:59
521,Jane_Garcia,1/8/2023 14:09,1/12/2023 14:09
228,Emily_Garcia,2/20/2023 16:11,2/23/2023 16:11
128,Jane_Miller,1/23/2023 15:09,1/24/2023 15:09
161,Michael_Miller,2/6/2023 11:12,2/16/2023 11:12
842,David_Davis,1/12/2023 16:27,1/26/2023 16:27
953,David_Miller,2/4/2023 13:03,2/11/2023 13:03
881,Chris_Miller,1/3/2023 13:29,1/9/2023 13:29
458,David_Johnson,1/10/2023 10:00,1/19/2023 10:00
231,Emily_Brown,1/15/2023 13:03,1/22/2023 13:03
700,John_Jones,2/26/2023 16:14,2/28/2023 16:14
941,Emily_Martinez,2/20/2023 13:36,3/4/2023 13:36
11,Jane_Davis,1/6/2023 10:26,1/10/2023 10:26
633,Alex_Miller,2/3/2023 11:20,2/9/2023 11:20
716,Alex_Johnson,2/4/2023 15:33,2/10/2023 15:33
137,Emily_Garcia,2/4/2023 14:23,2/17/2023 14:23
703,Sarah_Smith,1/19/2023 16:18,2/1/2023 16:18
629,David_Davis,2/21/2023 9:45,3/2/2023 9:45
381,Katie_Smith,2/25/2023 10:15,3/10/2023 10:15
835,Emily_Garcia,2/20/2023 15:00,2/24/2023 15:00
985,Jane_Miller,1/24/2023 13:52,1/30/2023 13:52
753,Jane_Martinez,2/25/2023 15:20,2/26/2023 15:20
203,Emily_Davis,1/16/2023 12:43,1/22/2023 12:43
774,David_Williams,1/26/2023 15:30,2/4/2023 15:30
827,Sarah_Davis,1/17/2023 13:47,1/21/2023 13:47
943,Emily_Hernandez,1/6/2023 16:21,1/7/2023 16:21
39,Emily_Johnson,2/1/2023 15:38,2/9/2023 15:38
36,David_Johnson,2/13/2023 16:23,2/23/2023 16:23
577,John_Miller,1/21/2023 13:49,1/25/2023 13:49
230,John_Smith,2/1/2023 9:21,2/10/2023 9:21
556,Sarah_Garcia,2/1/2023 16:37,2/6/2023 16:37
427,Sarah_Smith,2/26/2023 12:01,3/11/2023 12:01
110,Laura_Brown,1/27/2023 16:14,2/8/2023 16:14
735,Sarah_Hernandez,1/2/2023 16:20,1/8/2023 16:20
798,Laura_Brown,1/16/2023 12:23,1/22/2023 12:23
116,Emily_Smith,1/12/2023 12:43,1/13/2023 12:43
658,Emily_Garcia,1/31/2023 9:26,2/2/2023 9:26
808,Michael_Smith,1/17/2023 10:58,1/23/2023 10:58
318,Emily_Johnson,2/2/2023 9:43,2/12/2023 9:43
599,Katie_Garcia,1/19/2023 10:15,2/1/2023 10:15
187,Chris_Brown,1/15/2023 10:04,1/28/2023 10:04
493,Michael_Davis,2/7/2023 10:47,2/16/2023 10:47
96,Chris_Hernandez,2/22/2023 9:26,3/3/2023 9:26
59,John_Johnson,1/21/2023 9:16,1/26/2023 9:16
823,David_Smith,1/25/2023 11:40,1/28/2023 11:40
758,Emily_Jones,2/10/2023 11:37,2/12/2023 11:37
300,Laura_Hernandez,2/27/2023 12:09,3/2/2023 12:09
133,Katie_Miller,2/2/2023 11:35,2/8/2023 11:35
704,Laura_Williams,2/25/2023 10:55,2/28/2023 10:55
529,Laura_Garcia,1/9/2023 10:32,1/15/2023 10:32
62,Katie_Johnson,1/6/2023 12:12,1/14/2023 12:12
883,John_Davis,2/18/2023 11:13,2/24/2023 11:13
389,John_Smith,2/21/2023 14:31,2/26/2023 14:31
220,Katie_Hernandez,2/5/2023 15:49,2/12/2023 15:49
974,Alex_Johnson,1/23/2023 15:00,1/28/2023 15:00
636,Katie_Miller,2/16/2023 15:10,2/27/2023 15:10
923,Katie_Johnson,2/24/2023 14:13,3/7/2023 14:13
172,Jane_Davis,1/18/2023 9:39,1/20/2023 9:39
387,Michael_Jones,2/5/2023 16:39,2/9/2023 16:39
496,Katie_Williams,1/22/2023 15:22,2/5/2023 15:22
691,John_Martinez,1/5/2023 9:07,1/15/2023 9:07
239,Alex_Martinez,1/15/2023 12:15,1/18/2023 12:15
97,Sarah_Williams,1/16/2023 13:46,1/27/2023 13:46
675,John_Hernandez,2/13/2023 14:56,2/14/2023 14:56
66,John_Hernandez,1/16/2023 12:30,1/21/2023 12:30
996,Chris_Garcia,2/11/2023 12:25,2/12/2023 12:25
517,David_Martinez,2/4/2023 14:00,2/5/2023 14:00
897,David_Johnson,1/19/2023 13:19,1/26/2023 13:19
900,Sarah_Smith,1/1/2023 11:54,1/2/2023 11:54
284,Sarah_Hernandez,2/14/2023 9:49,2/20/2023 9:49
636,Katie_Johnson,1/13/2023 14:08,1/14/2023 14:08
975,Sarah_Jones,1/21/2023 9:43,1/31/2023 9:43
504,Michael_Smith,2/15/2023 11:21,2/20/2023 11:21
448,Katie_Jones,2/18/2023 10:02,2/20/2023 10:02
974,Emily_Hernandez,1/10/2023 16:07,1/20/2023 16:07
711,Chris_Jones,1/18/2023 14:28,1/25/2023 14:28
896,Katie_Johnson,1/20/2023 9:27,2/3/2023 9:27
278,Sarah_Hernandez,1/17/2023 9:04,1/18/2023 9:04
847,Michael_Smith,1/2/2023 9:18,1/6/2023 9:18
248,Laura_Davis,2/9/2023 9:13,2/21/2023 9:13
205,Laura_Martinez,1/28/2023 15:28,1/29/2023 15:28
72,Katie_Davis,2/10/2023 12:21,2/23/2023 12:21
177,Alex_Johnson,1/22/2023 14:47,1/29/2023 14:47
44,Katie_Brown,1/20/2023 13:48,1/28/2023 13:48
760,Chris_Hernandez,2/10/2023 11:56,2/21/2023 11:56
